endpoint,lat,lon,country,continent,city,org
http://rdf.muninn-project.org/sparql,40.8229,-74.4592,United States,North America,Cedar Knolls,Linode
http://rdf.pathwaycommons.org/sparql,43.6426,-79.4002,Canada,North America,Toronto,University of Toronto
http://rdf.pubannotation.org/sparql,35.6916,139.768,Japan,Asia,Chiyoda,
http://rdfabout.com/sparql,40.0992,-83.1141,United States,North America,Dublin,AWS EC2 (us-east-2)
http://resource.geolba.ac.at/PoolParty/sparql/GeologicTimeScale,48.1992,16.3856,Austria,Europe,Vienna,
http://resource.geolba.ac.at/PoolParty/sparql/GeologicUnit,48.1992,16.3856,Austria,Europe,Vienna,
http://resource.geolba.ac.at/PoolParty/sparql/lithology,48.1992,16.3856,Austria,Europe,Vienna,
http://resource.geolba.ac.at/PoolParty/sparql/tectonicunit,48.1992,16.3856,Austria,Europe,Vienna,
http://river.styx.org/sparql,55.9403,-3.18244,United Kingdom,Europe,Edinburgh,Hacklab SH1
http://semantic.eea.europa.eu/sparql,56.0843,12.1451,Denmark,Europe,Vejby,European Environment Agency
http://semanticquran.aksw.org/sparql,50.6811,10.9238,Germany,Europe,Ilmenau,"University of Leipzig, Augustusplatz 10/11, 04109 Leipzig"
http://semanticweb.cs.vu.nl/dss/sparql/,52.3111,4.861,The Netherlands,Europe,Amstelveen,Stichting VU
http://semanticweb.cs.vu.nl/iati/sparql/,52.3111,4.861,The Netherlands,Europe,Amstelveen,Stichting VU
http://semanticweb.cs.vu.nl/verrijktkoninkrijk/sparql/,52.3111,4.861,The Netherlands,Europe,Amstelveen,Stichting VU
http://sensormeasurement.appspot.com/dataset/naturopathy-dataset,53.3498,-6.26031,Ireland,Europe,Dublin,GOOGLE 2a
http://serendipity.utpl.edu.ec/lod/sparql,-3.9909,-79.202,Ecuador,South America,Loja,Universidad Tecnica Particular de Loja
http://sgd.bio2rdf.org/sparql,50.8268,5.7116,The Netherlands,Europe,Maastricht,Universiteit Maastricht
http://sider.bio2rdf.org/sparql,50.8268,5.7116,The Netherlands,Europe,Maastricht,Universiteit Maastricht
http://slod.fiz-karlsruhe.de/sparql,49.0917,8.42838,Germany,Europe,Eggenstein-Leopoldshafen,FIZ Karlsruhe - Leibniz Institute Information Infrastructure
http://smartlink.open.ac.uk/smartlink/sparql,52.0361,-0.7006,United Kingdom,Europe,Milton Keynes,Open University
http://sociallink.futuro.media/sparql,50.1109,8.68213,Germany,Europe,Frankfurt am Main,AWS EC2 (eu-central-1)
http://sparql.archives-ouvertes.fr/sparql,45.5674,5.9275,France,Europe,Chambéry,In2p3
http://sparql.cwrc.ca/sparql,48.4265,-123.362,Canada,North America,Victoria,BCnet
http://sparql.data.southampton.ac.uk/,50.9321,-1.3892,United Kingdom,Europe,Southampton,University of Southampton
http://sparql.datao.net/sparql,50.9871,2.12554,France,Europe,Gravelines,OVH
http://sparql.europeana.eu,50.475,12.365,Germany,Europe,Falkenstein,Hetzner
http://sparql.hegroup.org/sparql,42.3068,-83.7059,United States,North America,Ann Arbor,The Regents of the University of Michigan
http://sparql.kpath.khaos.uma.es/,37.1757,-3.5975,Spain,Europe,Granada,
http://sparql.lynx-project.eu,40.43,-3.6691,Spain,Europe,Madrid,UPM
http://sparql.nibb.ac.jp/sparql,35.179,136.8939,Japan,Asia,Sannomaru,
http://sparql.odw.tw,25.0104,121.4684,Taiwan,Asia,Banqiao,
http://sparql.orthodb.org/sparql,46.1911,6.1404,Switzerland,Europe,Geneva,Universite de Geneve
http://sparql.proconsortium.org/virtuoso/sparql,39.7552,-75.5312,United States,North America,Wilmington,University of Delaware
http://sparql.reegle.info/,51.2392,6.72489,Germany,Europe,Düsseldorf,CSL Computer Service Langenbach GmbH
http://sparql.southgreen.fr,43.6108,3.87672,France,Europe,Montpellier,Cirad
http://sparql.uniprot.org,46.1986,6.14277,Switzerland,Europe,Geneva,Universite de Geneve
http://sparql.wikipathways.org,52.5234,13.3224,Germany,Europe,Berlin,Strato AG
http://spatial.ucd.ie/lod/sparql,53.3097,-6.2853,Ireland,Europe,Terenure,University College Dublin
http://statistics.data.gov.uk/sparql,39.0997,-94.5785,United States,North America,Kansas City,Google Cloud
http://statistics.gov.scot/sparql,50.9009,4.4855,Belgium,Europe,Brussels,Google Cloud (europe-west1)
http://taxonomy.bio2rdf.org/sparql,50.8268,5.7116,The Netherlands,Europe,Maastricht,Universiteit Maastricht
http://taxref-graphdb.i3s.unice.fr/repositories/geco,43.5866,7.1242,France,Europe,Antibes,Universite de Nice
http://taxref.mnhn.fr/sparql,48.8434,2.36349,France,Europe,Paris,Museum national d'histoire naturelle
http://tcga.deri.ie,53.2689,-9.0533,Ireland,Europe,Galway,University College
http://telegraphis.net/data/countries/sparql,37.5625,-122.0004,United States,North America,Fremont,Linode
http://ts.opendata.inrae.fr/sparql,48.8033,2.2679,France,Europe,Clamart,"Institut national de recherche pour l'agriculture, l'alimentation et l'environnement"
http://tsu.eagle-i.net/sparqler/sparql,32.3895,-89.9562,United States,North America,Brandon,Ventrure Technologies - JAN LAN
http://tuskegee.eagle-i.net/sparqler/sparql,32.3895,-89.9562,United States,North America,Brandon,Ventrure Technologies - JAN LAN
http://uccaribe.eagle-i.net/sparqler/sparql,32.3895,-89.9562,United States,North America,Brandon,Ventrure Technologies - JAN LAN
http://unodc.publicdata.eu/sparql,50.1187,8.6842,Germany,Europe,Frankfurt am Main,"Linode, LLC"
http://upr.eagle-i.net/sparqler/sparql,32.3895,-89.9562,United States,North America,Brandon,Ventrure Technologies - JAN LAN
http://uriburner.com/sparql,52.3676,4.90414,The Netherlands,Europe,Amsterdam,OpenLink Group Ltd
http://utep.eagle-i.net/sparqler/sparql,32.3895,-89.9562,United States,North America,Brandon,Ventrure Technologies - JAN LAN
http://utsa.eagle-i.net/sparqler/sparql,32.3895,-89.9562,United States,North America,Brandon,Ventrure Technologies - JAN LAN
http://virtuoso.plateforme.dipso.inrae.fr/sparql,48.8033,2.2679,France,Europe,Clamart,"Institut national de recherche pour l'agriculture, l'alimentation et l'environnement"
http://visualdataweb.infor.uva.es/sparql,41.6547,-4.7344,Spain,Europe,Valladolid,UVA
http://vocab.getty.edu/sparql,45.5235,-122.676,United States,North America,Portland,AWS EC2 (us-west-2)
http://vocab.nerc.ac.uk/sparql/,51.2707,-0.7171,United Kingdom,Europe,Ash Vale,National Oceanography Centre
http://vocabs.ands.org.au/repository/api/sparql/anzsrc-for,-35.2828,149.1283,Australia,Oceania,Canberra,Anunet
http://vocabs.ands.org.au/repository/api/sparql/csiro_international-chronostratigraphic-chart_2018,-35.2828,149.1283,Australia,Oceania,Canberra,Anunet
http://vocabs.ands.org.au/repository/api/sparql/csiro_international-chronostratigraphic-chart_international-chronostratigraphic-chart,-35.2828,149.1283,Australia,Oceania,Canberra,Anunet
http://vocabs.ands.org.au/repository/api/sparql/ga_geologic-unit-type_v0-1,-35.2828,149.1283,Australia,Oceania,Canberra,Anunet
http://vocabs.ardc.edu.au/repository/api/sparql/aas_the-unified-astronomy-thesaurus_4-0-1,-35.2828,149.1283,Australia,Oceania,Canberra,Anunet
http://vocabs.ardc.edu.au/repository/api/sparql/csiro_international-chronostratigraphic-chart_geologic-time-scale-2020,-35.2828,149.1283,Australia,Oceania,Canberra,Anunet
http://vocabulary.curriculum.edu.au/PoolParty/sparql/scot,-37.8171,144.96,Australia,Oceania,Melbourne,Education Services Australia Limited
http://vocabulary.semantic-web.at/PoolParty/sparql/AustrianSkiTeam,48.1951,16.3483,Austria,Europe,Vienna,punkt. netServices GmbH
http://vocabulary.semantic-web.at/PoolParty/sparql/OpenData,48.1951,16.3483,Austria,Europe,Vienna,punkt. netServices GmbH
http://vocabulary.semantic-web.at/PoolParty/sparql/semweb,48.1951,16.3483,Austria,Europe,Vienna,punkt. netServices GmbH
http://vocabulary.wolterskluwer.de/PoolParty/sparql/arbeitsrecht,48.4245,9.93958,Germany,Europe,Ulm,Wolters Kluwer Deutschland GmbH
http://vocabulary.wolterskluwer.de/PoolParty/sparql/court,48.4245,9.93958,Germany,Europe,Ulm,Wolters Kluwer Deutschland GmbH
http://vulcan.cs.uga.edu/sparql,33.9588,-83.4384,United States,North America,Athens,University of Georgia
http://wasabi.inria.fr/sparql,48.837,2.10292,France,Europe,Le Chesnay-Rocquencourt,
http://weakg.i3s.unice.fr/sparql,43.5866,7.1242,France,Europe,Antibes,Universite de Nice
http://webenemasuno.linkeddata.es/sparql,40.43,-3.6691,Spain,Europe,Madrid,UPM
http://webisa.webdatacommons.org/sparql,49.4922,8.464,Germany,Europe,Mannheim,UNI-MANNHEIM
http://wikiba.se/ontology#around,60.1719,24.9347,Finland,Europe,Helsinki,Hetzner
http://wikiba.se/ontology#aroundmwapi,60.1719,24.9347,Finland,Europe,Helsinki,Hetzner
http://wikiba.se/ontology#box,60.1719,24.9347,Finland,Europe,Helsinki,Hetzner
http://wikiba.se/ontology#label,60.1719,24.9347,Finland,Europe,Helsinki,Hetzner
http://wikidata.demo.openlinksw.com/sparql,52.3676,4.90414,The Netherlands,Europe,Amsterdam,OpenLink Group Ltd
http://wiktionary.dbpedia.org/sparql,51.342,12.3819,Germany,Europe,Leipzig,Universitaet Leipzig
http://wormbase.bio2rdf.org/sparql,50.8268,5.7116,The Netherlands,Europe,Maastricht,Universiteit Maastricht
http://ws.nju.edu.cn/lark/sparql,32.0568,118.779,China,Asia,Nanjing,
http://www.archivesdefrance.culture.gouv.fr/thesaurus/sparql,48.9105,2.36801,France,Europe,Aubervilliers,Ministere de la Culture
http://www.bgee.org/,46.5184,6.6436,Switzerland,Europe,Lausanne,University of Lausanne
http://www.ebi.ac.uk/rdf/services/atlas/sparql,52.1932,0.1426,United Kingdom,Europe,Cambridge,European Bioinformatics Institute
http://www.ebi.ac.uk/rdf/services/sparql,52.1932,0.1426,United Kingdom,Europe,Cambridge,European Bioinformatics Institute
http://www.eclap.eu/sparql,43.8828,11.1008,Italy,Europe,Prato,Universita' degli Studi di Firenze
http://www.europeandataportal.eu/sparql,43.2965,5.36978,France,Europe,Marseille,AWS CloudFront (GLOBAL)
http://www.example.org,40.7128,-74.006,United States,North America,New York,Edgecast Inc
http://www.genome.jp/sparql/linkdb,35.6916,139.768,Japan,Asia,Chiyoda,
http://www.icane.es/opendata/sparql,43.4637,-3.79731,Spain,Europe,Santander,
http://www.imagesnippets.com/sparql/images,42.6898,-84.6427,United States,North America,Lansing,SourceDNS
http://www.open-biomed.org.uk/sparql/endpoint/bdgp_20081030,48.1446,11.5895,Germany,Europe,Munich,TEAM-INTERNET
http://www.open-biomed.org.uk/sparql/endpoint/flyatlas,48.1446,11.5895,Germany,Europe,Munich,TEAM-INTERNET
http://www.open-biomed.org.uk/sparql/endpoint/flybase,48.1446,11.5895,Germany,Europe,Munich,TEAM-INTERNET
http://www.open-biomed.org.uk/sparql/endpoint/flyted,48.1446,11.5895,Germany,Europe,Munich,TEAM-INTERNET
http://www.open-biomed.org.uk/sparql/endpoint/tcm,48.1446,11.5895,Germany,Europe,Munich,TEAM-INTERNET
http://www.orpha.net/sparql,47.219,4.9968,France,Europe,Gevrey-Chambertin,Poittevin Jerome
http://www.rdfabout.com/sparql,40.0992,-83.1141,United States,North America,Dublin,AWS EC2 (us-east-2)
http://www.rechercheisidore.fr/sparql,45.1766,5.7205,France,Europe,Grenoble,CNRS Centre de Calcul de l'IN2P3
http://www.scholarlydata.org/sparql,43.4631,11.8783,Italy,Europe,Arezzo,Aruba S.p.A.
http://www.ss-framework.com/sparql,45.7148,16.069,Croatia,Europe,Velika Gorica,
http://www.wikidata.org/.well-known/genid/a302edbaa0a8fae7307769ce7ec8a908,37.7892,-122.402,United States,North America,San Francisco,"Wikimedia Foundation, Inc"
http://www.wikidata.org/.well-known/genid/d43fd94af6d220b91081eca1450ecba6,37.7892,-122.402,United States,North America,San Francisco,"Wikimedia Foundation, Inc"
http://www4.wiwiss.fu-berlin.de/cordis/sparql,52.5422,13.3495,Germany,Europe,Berlin,Freie Universitaet Berlin
http://www4.wiwiss.fu-berlin.de/dailymed/sparql,52.5422,13.3495,Germany,Europe,Berlin,Freie Universitaet Berlin
http://www4.wiwiss.fu-berlin.de/dblp/sparql,52.5422,13.3495,Germany,Europe,Berlin,Freie Universitaet Berlin
http://www4.wiwiss.fu-berlin.de/diseasome/sparql,52.5422,13.3495,Germany,Europe,Berlin,Freie Universitaet Berlin
http://www4.wiwiss.fu-berlin.de/drugbank/sparql,52.5422,13.3495,Germany,Europe,Berlin,Freie Universitaet Berlin
http://www4.wiwiss.fu-berlin.de/eccompetition/sparql,52.5422,13.3495,Germany,Europe,Berlin,Freie Universitaet Berlin
http://www4.wiwiss.fu-berlin.de/euraxess/sparql,52.5422,13.3495,Germany,Europe,Berlin,Freie Universitaet Berlin
http://www4.wiwiss.fu-berlin.de/eures/sparql,52.5422,13.3495,Germany,Europe,Berlin,Freie Universitaet Berlin
http://www4.wiwiss.fu-berlin.de/eurostat/sparql,52.5422,13.3495,Germany,Europe,Berlin,Freie Universitaet Berlin
http://www4.wiwiss.fu-berlin.de/factbook/sparql,52.5422,13.3495,Germany,Europe,Berlin,Freie Universitaet Berlin
http://www4.wiwiss.fu-berlin.de/gutendata/sparql,52.5422,13.3495,Germany,Europe,Berlin,Freie Universitaet Berlin
http://www4.wiwiss.fu-berlin.de/medicare/sparql,52.5422,13.3495,Germany,Europe,Berlin,Freie Universitaet Berlin
http://www4.wiwiss.fu-berlin.de/sider/sparql,52.5422,13.3495,Germany,Europe,Berlin,Freie Universitaet Berlin
http://www4.wiwiss.fu-berlin.de/stitch/sparql,52.5422,13.3495,Germany,Europe,Berlin,Freie Universitaet Berlin
http://xula.eagle-i.net/sparqler/sparql,32.3895,-89.9562,United States,North America,Brandon,Ventrure Technologies - JAN LAN
http://zbw.eu/beta/sparql/gnd/query,54.3308,10.1368,Germany,Europe,Kiel,UNI Kiel
http://zbw.eu/beta/sparql/stw/query,54.3308,10.1368,Germany,Europe,Kiel,UNI Kiel
http://zhishi.me/sparql,32.7203,-117.1552,United States,North America,San Diego,Trellian Pty. Limited
https://3401.biogateway.eu/sparql,63.4277,10.4012,Norway,Europe,Trondheim,Norwegian University of Science and Technology
https://3cixty.eurecom.fr/sparql,43.6319,7.0043,France,Europe,Valbonne,Eurecom Sophia
https://affymetrix.bio2rdf.org/sparql,50.8268,5.7116,The Netherlands,Europe,Maastricht,Universiteit Maastricht
https://agrold.southgreen.fr/sparql,43.6108,3.87672,France,Europe,Montpellier,Cirad
https://agrovoc.fao.org/sparql,41.7092,12.6936,Italy,Europe,Genzano di Roma,Universita' degli Studi di Roma Tor Vergata
https://agrovoc.uniroma2.it/sparql,41.7092,12.6936,Italy,Europe,Genzano di Roma,Universita' degli Studi di Roma Tor Vergata
https://alaska.eagle-i.net/sparqler/sparql,32.3895,-89.9562,United States,North America,Brandon,Ventrure Technologies - JAN LAN
https://alma.uni.lu/sparql,49.6113,6.1294,Luxembourg,Europe,Luxembourg,Fondation RESTENA
https://aopwiki.rdf.bigcat-bioinformatics.org/sparql,52.5234,13.3224,Germany,Europe,Berlin,Strato AG
https://api.aucklandmuseum.com/sparql,43.2965,5.36978,France,Europe,Marseille,AWS CloudFront (GLOBAL)
https://api.data.muziekweb.nl/datasets/muziekweborganization/Muziekweb/services/Muziekweb/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/ATM-DEMO/ATM-CLARIAH-DEMO/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/AdamNet/Geography/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/AdamNet/Heritage/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/AdamNet/all/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/BotterK/ANDB-ADB-all/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/CLARIAH-VL/Ghent-Gazetteer/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/ESTA-DEMO/esta-demo-viz/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/HistoryOfWork/HISCO-latest/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/HistoryOfWork/historyOfWork-all-latest/services/historyOfWork-all-latest/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/HistoryOfWork/historyOfWork-all-latest/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/HistoryOfWork/jobHoard-latest/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/IISG-DA/Collectie-Interviews-Wim-Kok-deel-2/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/IISG-DA/ORCID-data/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/IISG/Images/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/IISG/Labourconflicts/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/IISG/VanMeerendonk/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/IISG/historic-maps/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/IISG/iisg-kg/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/IISG/jobHoard/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/IISG/sicada/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/MiconSchorsij/OnTheWaterfront/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/MiconSchorsij/thesaurus/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/Per-LOD-ad-Astra/Sleutelkastje/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/RubenS/marc21/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/andb/ANDB-ADB-all/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/andb/adb-leden/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/andb/andb-leden/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/andb/andb-leerlingen/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/andb/andb/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/dataLegend/Admissies-DH/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/dataLegend/Admissies-Haarlem/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/dataLegend/Baghdad-to-London/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/dataLegend/CEDAR-S/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/dataLegend/Catasto/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/dataLegend/Clio-Infra/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/dataLegend/deaths-1910-1920/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/dataLegend/gemeentegeschiedenis/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/dataLegend/jobHoard/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/dataLegend/microHeights/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/dataLegend/strikes/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/liliana/lippische-ziegler-folia-interpretations/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/mromanello/hucit/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/nlgis/cshapes/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/nlgis/gemeentegeschiedenis/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.druid.datalegend.net/datasets/nlgis/mint/sparql,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://api.finto.fi/rest/v1/yso-places/data,60.1797,24.9344,Finland,Europe,Helsinki,University of Helsinki
https://api.finto.fi/sparql,60.1797,24.9344,Finland,Europe,Helsinki,University of Helsinki
https://api.kunstmuseum.nl/query/proxy/wdqs/bigdata/namespace/wdq/sparql,49.4071,8.6879,Germany,Europe,Heidelberg,Hetzner
https://api.nextprot.org/sparql,46.1986,6.14277,Switzerland,Europe,Geneva,Universite de Geneve
https://api.parliament.uk/sparql,45.5019,-73.5674,Canada,North America,Montreal,"Cloudflare, Inc."
https://apps.morelab.deusto.es/labman/sparql,42.8198,-1.6374,Spain,Europe,Pamplona,Deusto
https://atted.jp/sparql,38.2988,141.0028,Japan,Asia,Chuo,Tohoku University
https://beta.sparql.swisslipids.org/,46.1986,6.14277,Switzerland,Europe,Geneva,Universite de Geneve
https://bgee.org/sparql,46.5184,6.6436,Switzerland,Europe,Lausanne,University of Lausanne
https://bio2rdf.org/sparql,50.8268,5.7116,The Netherlands,Europe,Maastricht,Universiteit Maastricht
https://bittich.be/sparql,43.6532,-79.3832,Canada,North America,Toronto,"Cloudflare, Inc."
https://bmrbpub.pdbj.org/search/rdf,34.8598,135.4675,Japan,Asia,Minoh,Osaka University
https://bnb.data.bl.uk/sparql,53.4113,-2.9759,United Kingdom,Europe,Liverpool,British Library
https://caligraph.org/sparql,49.5006,8.4944,Germany,Europe,Mannheim,UNI-MANNHEIM
https://catalog.digital-scriptorium.org/query/,50.1109,8.6821,Germany,Europe,Frankfurt,Google Cloud (europe-west3)
https://cau.eagle-i.net/sparqler/sparql,32.3895,-89.9562,United States,North America,Brandon,Ventrure Technologies - JAN LAN
https://ccny-cuny.eagle-i.net/sparqler/sparql,32.3895,-89.9562,United States,North America,Brandon,Ventrure Technologies - JAN LAN
https://cdrewu.eagle-i.net/sparqler/sparql,32.3895,-89.9562,United States,North America,Brandon,Ventrure Technologies - JAN LAN
https://cedropendata.mfcr.cz/c3lod/cedr/sparql,50.0892,14.4072,Czechia,Europe,Prague,
https://chemblmirror.rdf.bigcat-bioinformatics.org/sparql,52.5234,13.3224,Germany,Europe,Berlin,Strato AG
https://clara.univ-nantes.fr/sparql,47.2145,-1.5512,France,Europe,Nantes,Universite de Nantes
https://colil.dbcls.jp/sparql,35.6916,139.768,Japan,Asia,Chiyoda,
https://commons-query.wikimedia.org/,37.7892,-122.402,United States,North America,San Francisco,"Wikimedia Foundation, Inc"
https://commons-query.wikimedia.org/sparql,37.7892,-122.402,United States,North America,San Francisco,"Wikimedia Foundation, Inc"
https://covidontheweb.inria.fr/sparql,48.837,2.10292,France,Europe,Le Chesnay-Rocquencourt,
https://coxpresdb.jp/sparql,38.2988,141.0028,Japan,Asia,Chuo,Tohoku University
https://cr.eionet.europa.eu/sparql,56.0843,12.1451,Denmark,Europe,Vejby,European Environment Agency
https://cs.dbpedia.org/sparql,50.7748,14.9508,Czechia,Europe,Liberec,"University of Economics, Prague"
https://ct-linkdata.aegean.gr/gcam/sparql,39.0974,26.5463,Greece,Europe,Mytilene,
https://cultura.linkeddata.es/sparql,40.43,-3.6691,Spain,Europe,Madrid,UPM
https://d2kab.i3s.unice.fr/sparql,43.5866,7.1242,France,Europe,Antibes,Universite de Nice
https://data.allie.dbcls.jp/sparql,35.6916,139.768,Japan,Asia,Chiyoda,
https://data.archiveshub.ac.uk/sparql,53.3498,-6.26031,Ireland,Europe,Dublin,AWS EC2 (eu-west-1)
https://data.ascdc.tw/en/sparql.php,25.0504,121.5324,Taiwan,Asia,Taipei,
https://data.bnf.fr/current/sparql.html,48.8323,2.4075,France,Europe,Paris,BNF
https://data.bnf.fr/sparql,48.8323,2.4075,France,Europe,Paris,BNF
https://data.cervantesvirtual.com/sparql,37.5599,-1.8075,Spain,Europe,Puerto Lumbreras,Asac Comunicaciones S.L.
https://data.cinematheque.qc.ca/sparql,40.8364,-74.1403,United States,North America,Clifton,"DigitalOcean, LLC"
https://data.cssz.cz/sparql,50.039,14.4759,Czechia,Europe,Prague,GTSCE
https://data.culture.fr/thesaurus/sparql,48.9105,2.36801,France,Europe,Aubervilliers,Ministere de la Culture
https://data.dia.gov.cz/sparql,53.3478,-6.2597,Ireland,Europe,Dublin,Microsoft Azure Cloud (northeurope)
https://data.entice.eu/sparql,40.6439,22.9358,Greece,Europe,Thessaloniki,AUTH
https://data.epo.org/linked-data/query,39.0997,-94.5785,United States,North America,Kansas City,Google Cloud
https://data.escr.fr/sparql,48.8219,2.3709,France,Europe,Paris,
https://data.europa.eu/euodp/sparqlep,43.2965,5.36978,France,Europe,Marseille,AWS CloudFront (GLOBAL)
https://data.europa.eu/sparql,43.2965,5.36978,France,Europe,Marseille,AWS CloudFront (GLOBAL)
https://data.gesis.org/claimskg/sparql,51.4295,7.3297,Germany,Europe,Witten,"GESIS - Leibniz-Institut fuer Sozialwissenschaften, Bonn / Berlin"
https://data.gov.cz/sparql,53.3478,-6.2597,Ireland,Europe,Dublin,Microsoft Azure Cloud (northeurope)
https://data.gov.uz/en/docs/do,41.2952,69.2271,Uzbekistan,Asia,Tashkent,"""Uzbektelekom"" Joint Stock Company"
https://data.gov.uz/uz/docs/do/view/usage,41.2952,69.2271,Uzbekistan,Asia,Tashkent,"""Uzbektelekom"" Joint Stock Company"
https://data.idref.fr/endpoint.html,48.8323,2.4075,France,Europe,Paris,Abes
https://data.idref.fr/sparql,48.8323,2.4075,France,Europe,Paris,Abes
https://data.legilux.public.lu/sparql,49.6113,6.1294,Luxembourg,Europe,Luxembourg,Public Services
https://data.library.sh.cn/sparql,31.2222,121.4581,China,Asia,Shanghai,Chinanet SH
https://data.logainm.ie/sparql,53.3598,-6.4905,Ireland,Europe,Leixlip,Trinity College Dublin
https://data.mff.cuni.cz/sparql,50.7748,14.9508,Czechia,Europe,Liberec,Charles University
https://data.mimo-db.eu/sparql,48.855,2.4836,France,Europe,Fontenay-sous-Bois,Cite Musique Paris
https://data.mpsv.cz/sparql/,50.039,14.4759,Czechia,Europe,Prague,GTSCE
https://data.muziekweb.nl/MuziekwebOrganization/Muziekweb/sparql/Muziekweb,52.1827,4.4975,The Netherlands,Europe,Leiden,
https://data.mvcr.gov.cz/sparql,50.0695,14.4633,Czechia,Europe,Prague,
https://data.nationallibrary.fi/bib/sparql,60.2018,25.0512,Finland,Europe,Helsinki,University of Helsinki
https://data.nlg.gr/query,37.9875,23.7618,Greece,Europe,Athens,Greek Research and Technology Network (GRNET) S.A.
https://data.nobelprize.org/sparql,60.342,25.0293,Finland,Europe,Tuusula,Hetzner Online GmbH
https://data.nobelprize.org/store/sparql,60.342,25.0293,Finland,Europe,Tuusula,Hetzner Online GmbH
https://data.norge.no/sparql,39.0997,-94.5785,United States,North America,Kansas City,Google Cloud
